Country;City;Year;AQI;PM2.5;PM10;Deforestation_Rate_%;Afforestation_Rate_%;Vehicles_Increase_%;Industries_Increase_%;Env_Budget_Million_USD;Population_Density_Per_SqKm;CO2_Emissions_MT;Green_Space_Ratio_%;Avg_Life_Expectancy_Index
Brazil;Fortaleza;2019;149.08;72.02;130.98;2.49;2.12;6.15;7.99;127.49;4248.56;183.63;39.63;75.32
Brazil;Fortaleza;2019;49.16;29.65;41.49;1.28;2.39;6.26;3.38;436.41;1912.04;101.95;43.96;82.6
Brazil;Fortaleza;2019;121.88;78.82;112.3;3.75;2.14;3.35;6.03;258.31;4578.31;138.63;38.09;77.39
Brazil;Fortaleza;2019;59.43;28.15;53.57;0.9;2.92;6.62;2.06;220.43;2424.13;112.67;45.44;81.48
Brazil;Fortaleza;2019;77.52;50.57;61.9;3.76;1.5;7.1;5.28;355.45;2939.51;146.32;37.79;80.54
Brazil;Fortaleza;2019;38.23;15.37;39.59;1.29;1.88;8.0;4.64;452.46;2373.02;146.09;41.97;83.36
Brazil;Fortaleza;2019;50.06;32.14;49.3;3.84;0.95;4.74;3.57;488.84;3673.7;107.06;35.33;82.64
Brazil;Fortaleza;2020;54.3;22.98;51.99;2.19;2.01;6.41;7.21;300.73;1829.2;145.45;42.01;81.98
Brazil;Fortaleza;2020;94.93;63.41;90.4;3.08;1.68;8.6;3.18;103.9;4295.91;140.52;37.67;78.88
Brazil;Fortaleza;2020;88.12;36.84;94.17;3.34;2.9;3.29;5.33;348.29;4810.63;110.2;40.55;79.82
Brazil;Fortaleza;2020;98.86;67.88;106.59;1.59;1.8;6.32;4.31;312.27;1948.82;140.94;41.87;79.03
Brazil;Fortaleza;2020;134.56;83.51;121.76;2.28;1.23;7.84;5.59;152.0;4877.55;163.55;36.54;76.33
Brazil;Fortaleza;2020;70.09;41.09;55.52;2.69;1.85;8.84;3.5;401.8;557.03;148.62;42.32;81.13
Brazil;Fortaleza;2020;104.84;50.26;101.54;2.63;1.24;5.4;7.92;486.14;4222.9;160.84;36.87;78.98
Brazil;Fortaleza;2020;92.75;53.76;72.26;3.27;2.41;6.37;5.22;153.47;4339.54;122.28;39.61;79.12
Brazil;Fortaleza;2020;51.95;32.36;46.11;3.42;2.04;3.42;6.53;494.49;313.26;120.97;42.38;82.53
Brazil;Fortaleza;2020;112.05;46.08;85.7;3.3;0.85;3.43;3.65;265.95;3947.1;116.56;35.3;78.06
Brazil;Fortaleza;2020;44.72;23.2;48.33;1.25;1.74;7.08;3.19;322.09;275.31;133.22;43.7;82.66
Brazil;Fortaleza;2020;68.7;41.35;73.62;2.38;0.71;4.77;3.74;213.27;164.25;113.85;39.58;80.85
Brazil;Fortaleza;2020;73.12;33.5;79.08;1.83;1.52;6.79;5.18;463.76;4416.37;151.83;38.32;81.05
Brazil;Fortaleza;2020;132.92;53.56;121.3;3.22;1.35;5.35;7.14;363.07;3731.43;146.63;37.11;76.86
Brazil;Fortaleza;2020;63.66;30.37;61.15;1.34;0.53;3.9;7.18;416.16;1989.85;128.0;38.26;81.59
Brazil;Fortaleza;2020;92.28;59.84;91.48;2.41;1.57;3.33;4.45;332.63;3368.41;121.76;38.95;79.51
Brazil;Fortaleza;2020;42.71;28.14;44.46;2.68;2.9;3.46;7.16;314.54;2691.77;129.98;43.32;82.78
Brazil;Fortaleza;2020;21.41;9.48;18.06;1.73;2.8;3.19;5.92;352.29;533.09;110.64;46.14;84.28
Brazil;Fortaleza;2020;95.42;62.96;66.95;3.66;1.45;3.35;6.2;121.68;3645.08;144.16;37.04;78.88
Brazil;Fortaleza;2020;26.78;16.91;19.43;1.57;1.06;3.15;3.84;360.94;472.34;102.95;41.15;83.94
Brazil;Fortaleza;2020;41.8;19.45;30.8;2.22;2.39;6.65;2.8;438.37;3381.18;111.11;41.56;83.09
Brazil;Fortaleza;2020;41.75;22.91;30.85;2.72;2.79;3.25;3.22;261.8;1742.69;108.95;43.89;82.74
Brazil;Fortaleza;2020;54.38;31.87;54.93;0.93;1.61;7.69;2.69;198.57;4627.68;109.06;39.28;81.77
Brazil;Fortaleza;2020;72.31;49.09;71.32;2.57;0.67;9.11;5.32;271.21;313.67;166.95;39.13;80.72
Brazil;Fortaleza;2020;117.63;65.15;126.71;2.54;1.52;7.69;7.65;401.38;2106.98;154.55;39.93;77.96
Brazil;Fortaleza;2020;126.62;74.65;133.94;2.78;2.73;9.36;6.35;181.18;1104.31;158.17;44.32;76.92
Brazil;Fortaleza;2020;73.06;30.34;69.32;2.09;0.97;3.94;5.97;192.34;594.6;126.77;40.21;80.51
Brazil;Fortaleza;2020;93.12;53.34;66.36;1.09;1.77;6.67;3.63;403.83;1462.09;108.74;42.76;79.6
Brazil;Fortaleza;2020;44.05;24.53;42.49;1.1;1.81;9.65;2.47;135.83;172.23;121.71;44.15;82.33
Brazil;Fortaleza;2020;65.19;40.77;59.29;1.47;1.9;9.79;4.78;425.0;1805.9;177.53;42.42;81.5
Brazil;Fortaleza;2020;85.41;35.2;61.53;2.28;1.51;6.28;5.6;178.93;3617.27;143.93;38.62;79.66
Brazil;Fortaleza;2020;121.69;81.28;121.49;3.54;2.0;4.27;7.09;303.52;4753.21;157.09;37.69;77.49
Brazil;Fortaleza;2020;91.04;38.92;74.84;1.44;1.15;3.15;5.15;162.01;1421.17;123.05;40.6;79.25
Brazil;Fortaleza;2020;72.23;47.69;63.15;2.34;1.65;5.28;4.39;491.87;635.35;135.83;41.98;81.17
Brazil;Fortaleza;2020;38.94;23.85;31.53;1.69;2.57;3.95;5.44;348.17;1348.73;135.7;44.66;83.1
Brazil;Fortaleza;2020;86.53;52.39;62.34;3.83;1.47;5.72;7.94;337.92;1969.98;174.15;38.62;79.91
Brazil;Fortaleza;2020;97.79;44.85;84.52;1.26;1.32;9.2;7.47;369.04;4948.56;186.18;37.76;79.22
Brazil;Fortaleza;2020;97.33;47.51;75.84;2.3;1.39;5.47;6.44;341.7;1418.5;134.96;40.47;79.19
Brazil;Fortaleza;2020;15.56;6.78;16.3;2.43;1.4;4.53;3.66;295.19;228.13;83.34;41.56;84.55
Brazil;Fortaleza;2020;129.97;57.71;136.94;2.76;0.95;9.41;3.7;228.93;1561.37;130.53;38.52;76.79
Brazil;Fortaleza;2020;78.78;40.21;82.99;3.48;0.91;7.4;3.48;133.78;1183.14;145.56;38.07;80.02
Brazil;Fortaleza;2020;65.61;26.75;64.36;2.97;1.82;9.14;2.43;292.24;3059.4;117.61;39.41;81.21
Brazil;Fortaleza;2020;96.58;51.71;103.29;2.25;1.82;8.72;7.08;460.68;3200.57;171.56;40.0;79.48
Brazil;Fortaleza;2020;77.25;40.11;67.7;1.17;1.99;5.78;2.41;297.58;917.82;84.41;43.88;80.44
Brazil;Fortaleza;2020;115.67;61.18;94.8;3.32;0.95;9.27;5.79;473.97;1997.34;181.55;37.54;78.24
Brazil;Fortaleza;2020;106.25;53.37;96.29;1.13;1.17;9.86;7.76;333.78;3675.9;210.71;38.72;78.58
Brazil;Fortaleza;2020;57.93;38.72;51.05;1.44;1.04;5.33;3.76;117.97;3677.29;135.37;38.01;81.37
Brazil;Fortaleza;2020;85.71;41.18;73.38;3.63;1.99;8.66;7.77;179.08;569.53;190.46;41.78;79.64
Brazil;Fortaleza;2021;65.85;28.87;52.91;3.46;2.6;6.55;6.03;450.6;4541.98;164.14;39.8;81.51
Brazil;Fortaleza;2021;95.26;63.97;94.66;2.0;2.83;3.57;5.68;472.34;2060.81;111.19;44.43;79.59
Brazil;Fortaleza;2021;78.62;34.32;59.11;1.58;0.9;3.09;4.5;352.18;4037.75;99.06;37.07;80.46
Brazil;Fortaleza;2021;47.31;31.17;47.89;3.49;1.04;8.44;3.86;264.24;268.28;154.07;39.36;82.37
Brazil;Fortaleza;2021;100.42;58.21;85.99;1.79;2.09;3.35;5.76;208.05;3246.16;103.26;41.25;78.72
Brazil;Fortaleza;2021;71.01;48.55;64.45;1.25;2.27;8.03;7.46;427.0;3822.75;161.76;41.74;81.12
Brazil;Fortaleza;2021;81.45;35.0;65.68;3.13;1.82;9.48;4.77;466.36;4503.7;179.64;37.84;80.5
Brazil;Fortaleza;2021;76.19;31.42;68.85;2.08;0.9;3.24;6.52;143.66;538.43;137.56;40.08;80.21
Brazil;Fortaleza;2021;85.87;43.48;63.35;1.81;1.82;8.93;5.85;281.61;553.42;179.12;43.11;79.84
Brazil;Fortaleza;2021;85.8;40.38;89.0;2.36;1.79;7.49;2.24;395.22;2828.38;105.07;40.18;80.07
Brazil;Fortaleza;2021;56.84;28.56;51.19;2.27;1.06;3.29;6.8;209.96;3251.79;148.01;37.66;81.63
Brazil;Fortaleza;2021;81.1;41.62;70.6;1.41;0.72;6.39;2.57;227.01;2766.47;112.33;37.97;80.05
Brazil;Fortaleza;2021;85.38;39.04;89.97;1.64;1.2;7.32;4.18;171.27;4291.98;144.87;37.66;79.65
Brazil;Fortaleza;2021;125.21;65.51;126.96;3.87;1.83;9.14;4.11;170.49;4898.23;146.18;36.72;76.99
Brazil;Fortaleza;2021;105.19;55.19;106.24;3.93;2.76;7.89;3.75;327.67;1067.69;117.58;43.29;78.64
Brazil;Fortaleza;2021;62.34;40.47;67.04;2.29;0.67;3.29;5.7;370.03;3821.37;108.15;35.9;81.58
Brazil;Fortaleza;2021;52.39;25.19;55.74;3.29;2.93;4.89;3.42;426.82;4969.26;113.39;40.52;82.36
Brazil;Fortaleza;2021;82.58;52.91;59.93;2.04;2.36;5.58;4.19;401.28;4414.38;131.58;40.62;80.3
Brazil;Fortaleza;2021;79.95;33.31;59.95;2.2;1.52;3.73;5.77;275.72;842.26;135.16;41.51;80.22
Brazil;Fortaleza;2021;50.4;29.19;50.22;0.67;1.16;8.91;5.37;247.78;2421.06;174.38;40.38;82.14
Brazil;Fortaleza;2021;63.76;39.48;60.41;0.94;2.36;8.11;7.92;355.06;740.98;159.29;45.39;81.46
Brazil;Fortaleza;2021;61.69;33.94;56.12;0.51;1.15;5.84;5.06;110.93;2692.76;150.63;40.26;81.11
Brazil;Fortaleza;2021;47.77;22.0;49.78;0.72;3.0;8.77;5.38;378.92;3236.01;151.49;45.04;82.57
Brazil;Fortaleza;2021;104.72;72.6;92.3;2.86;2.07;9.96;5.48;247.53;1065.75;172.01;42.28;78.51
Brazil;Fortaleza;2021;110.9;53.75;112.65;2.32;2.57;6.61;7.08;261.33;4918.08;174.14;40.48;78.13
Brazil;Fortaleza;2021;117.86;73.29;103.14;3.75;2.85;8.08;4.98;203.12;1631.1;147.08;43.16;77.55
Brazil;Fortaleza;2021;105.77;46.51;110.55;2.06;2.62;9.6;6.86;109.82;2007.23;172.97;43.78;78.17
Brazil;Fortaleza;2021;48.98;23.7;48.16;1.31;1.84;5.61;7.66;234.59;3484.09;155.52;40.73;82.2
Brazil;Fortaleza;2021;63.56;43.01;69.52;0.61;0.67;4.39;7.74;181.65;1118.76;160.36;40.27;81.13
Brazil;Fortaleza;2021;115.05;73.15;118.29;0.65;1.32;4.39;6.45;166.06;4339.12;147.81;38.97;77.66
Brazil;Fortaleza;2021;79.97;54.42;68.88;3.27;2.17;6.67;5.17;175.79;3306.57;145.31;39.92;80.02
Brazil;Fortaleza;2021;118.41;82.57;87.5;3.15;2.02;5.58;7.88;182.93;2472.49;152.47;40.45;77.47
Brazil;Fortaleza;2021;58.68;34.77;45.55;3.38;2.21;3.65;7.34;222.75;341.91;115.01;42.91;81.53
Brazil;Fortaleza;2021;64.74;44.44;49.9;0.58;2.5;7.04;3.17;414.53;808.65;115.53;46.11;81.51
Brazil;Fortaleza;2021;85.16;47.41;69.87;2.11;1.78;8.91;3.56;260.86;3515.1;146.6;39.72;79.84
Brazil;Fortaleza;2021;80.15;47.84;70.24;2.3;1.47;9.5;6.98;300.11;4944.45;188.13;37.16;80.26
Brazil;Fortaleza;2021;67.2;38.18;66.17;3.87;1.9;3.11;4.58;491.35;4247.03;126.15;37.59;81.5
Brazil;Fortaleza;2021;80.71;47.33;61.11;1.37;2.24;3.68;5.68;261.84;948.31;126.17;44.4;80.14
Brazil;Fortaleza;2021;38.21;26.2;35.66;2.7;1.42;3.19;4.38;452.49;956.8;86.63;40.6;83.36
Brazil;Fortaleza;2021;50.66;26.05;38.91;2.5;1.62;3.85;4.57;207.25;1103.05;92.71;41.27;82.04
Brazil;Fortaleza;2021;67.97;36.85;60.11;0.52;0.67;3.88;7.11;379.62;501.93;138.43;40.98;81.23
Brazil;Fortaleza;2021;40.22;20.66;38.23;1.25;0.85;6.01;3.92;343.66;2658.55;112.53;38.65;83.01
Brazil;Fortaleza;2021;124.97;63.82;90.24;3.82;2.27;9.77;4.32;180.7;855.95;144.1;42.14;77.03
Brazil;Fortaleza;2021;115.02;72.33;82.09;3.78;1.02;7.71;6.09;479.74;2444.07;164.26;36.84;78.29
Brazil;Fortaleza;2021;105.28;73.61;88.81;3.66;2.49;4.68;4.0;158.73;3461.84;103.21;40.35;78.3
Brazil;Fortaleza;2021;39.76;27.35;39.96;2.23;1.5;5.29;6.02;291.29;463.04;142.83;41.81;82.93
Brazil;Fortaleza;2021;78.92;39.24;83.66;1.54;1.15;3.66;3.31;210.64;1409.69;82.12;40.49;80.16
Brazil;Fortaleza;2021;105.49;63.09;83.45;2.73;1.32;4.53;5.45;112.28;1522.99;131.7;39.69;78.19
Brazil;Fortaleza;2022;68.47;40.77;68.81;3.37;0.53;5.96;6.74;204.4;1484.04;131.25;36.73;80.84
Brazil;Fortaleza;2022;170.47;107.07;149.71;3.77;0.75;7.08;7.29;163.08;3248.47;148.51;35.23;73.96
Brazil;Fortaleza;2022;117.03;68.8;121.78;2.96;0.68;9.12;6.18;157.28;2866.54;165.67;36.22;77.51
Brazil;Fortaleza;2022;47.69;27.93;33.69;2.2;0.85;7.58;4.09;493.12;4581.31;145.49;35.78;82.81
Brazil;Fortaleza;2022;94.86;65.05;83.47;3.98;0.66;9.61;5.11;312.92;3217.78;148.38;34.77;79.3
Brazil;Fortaleza;2022;42.13;21.67;32.72;0.86;1.88;6.89;3.11;418.01;1663.41;126.38;43.11;83.03
Brazil;Fortaleza;2022;132.04;84.19;121.96;1.7;1.93;9.07;7.31;116.82;4468.96;176.31;39.61;76.43
Brazil;Fortaleza;2022;101.16;51.26;95.42;2.18;0.52;7.04;4.39;370.3;1280.88;125.49;38.09;79.0
Brazil;Fortaleza;2022;69.25;28.31;61.33;2.29;2.2;7.69;2.47;481.29;4778.31;117.49;39.54;81.35
Brazil;Fortaleza;2022;107.83;65.03;88.38;2.81;1.81;8.66;6.59;113.81;1806.38;157.85;40.81;78.04
Brazil;Fortaleza;2022;118.03;48.03;110.69;2.35;2.64;6.79;4.3;385.41;4436.04;117.38;41.14;77.9
Brazil;Fortaleza;2022;96.74;46.83;106.12;3.21;1.17;6.42;4.84;331.28;3580.91;138.28;36.71;79.21
Brazil;Fortaleza;2022;84.58;56.26;77.09;1.5;0.59;5.81;4.13;219.44;1933.27;133.6;38.35;79.8
Brazil;Fortaleza;2022;104.16;56.83;96.6;2.09;2.84;5.65;5.71;191.15;2618.57;138.3;43.8;78.44
Brazil;Fortaleza;2022;79.93;52.07;67.71;1.86;1.1;9.09;5.56;392.76;582.92;144.65;40.86;80.46
Brazil;Fortaleza;2022;64.47;30.84;65.01;1.68;1.54;3.76;2.86;340.85;1988.76;83.79;40.93;81.38
Brazil;Fortaleza;2022;87.6;45.19;93.65;1.89;2.96;6.82;7.68;387.52;1761.93;161.18;45.23;79.94
Brazil;Fortaleza;2022;94.71;61.73;93.09;2.51;1.62;4.87;2.62;499.88;4087.08;121.39;38.27;79.69
Brazil;Fortaleza;2022;116.18;53.14;82.24;3.56;1.6;8.15;6.35;359.85;4313.11;147.39;36.93;77.97
Brazil;Fortaleza;2022;30.22;19.24;23.43;1.49;2.33;3.66;3.74;288.03;266.09;77.42;45.23;83.56
Brazil;Fortaleza;2022;60.87;29.72;58.2;2.8;0.79;7.46;7.0;341.95;1141.43;160.29;38.43;81.63
Brazil;Fortaleza;2022;125.05;68.31;117.37;3.12;2.54;9.36;6.17;244.72;4009.35;187.73;40.5;77.15
Brazil;Fortaleza;2022;40.08;19.93;34.22;1.23;0.92;8.9;2.99;254.72;3160.6;122.05;38.38;82.84
Brazil;Fortaleza;2022;125.32;65.23;126.48;3.38;1.23;8.2;4.92;175.99;2849.05;162.45;37.47;77.0
Brazil;Fortaleza;2022;97.06;41.26;70.78;3.62;1.01;9.17;7.35;329.61;1500.51;185.36;37.9;79.19
Brazil;Fortaleza;2022;86.55;55.43;73.3;0.5;2.82;6.7;5.62;353.45;4317.64;161.95;43.65;79.94
Brazil;Fortaleza;2022;82.63;52.56;78.3;3.44;2.59;3.4;2.59;351.38;3071.12;77.25;41.25;80.19
Brazil;Fortaleza;2022;58.09;25.97;55.9;1.02;1.14;3.33;4.06;138.32;1766.42;115.83;40.63;81.4
Brazil;Fortaleza;2022;106.09;72.58;92.06;2.56;1.44;4.35;2.18;233.14;2646.33;92.49;39.11;78.39
Brazil;Fortaleza;2023;144.61;82.69;109.32;3.46;1.08;7.66;7.63;219.68;3601.77;169.83;36.2;75.8
Brazil;Fortaleza;2023;123.31;76.73;129.8;1.64;0.93;9.48;7.74;330.66;4836.44;211.15;36.32;77.44
Brazil;Fortaleza;2023;89.3;40.83;95.92;3.38;2.44;7.08;6.68;191.55;1791.67;159.0;42.15;79.43
Brazil;Fortaleza;2023;99.2;42.7;105.03;0.77;0.74;8.51;6.55;444.18;3785.05;171.81;37.67;79.28
Brazil;Fortaleza;2023;41.32;26.73;37.18;2.36;2.87;3.37;7.32;379.08;3276.52;133.82;42.98;83.0
Brazil;Fortaleza;2023;77.39;51.07;79.14;2.48;0.77;4.37;7.01;307.67;3146.41;143.18;36.69;80.46
Brazil;Fortaleza;2023;132.98;69.47;115.95;1.69;0.66;5.85;6.73;203.87;2661.82;152.13;37.62;76.54
Brazil;Fortaleza;2023;81.43;33.89;67.43;0.86;2.28;6.56;5.46;250.88;3285.55;141.56;42.68;80.07
Brazil;Fortaleza;2023;65.53;36.68;61.13;0.96;0.6;3.82;7.23;299.77;4999.9;156.35;35.84;81.23
Brazil;Fortaleza;2023;115.28;62.55;82.87;2.65;1.79;9.89;2.01;227.77;4518.05;134.54;38.22;77.77
Brazil;Fortaleza;2023;125.85;66.13;132.29;3.0;2.33;3.56;6.73;448.79;3382.3;116.44;40.59;77.51
Brazil;Fortaleza;2023;84.94;46.53;69.99;2.29;2.01;6.72;4.34;412.98;2544.21;137.85;41.21;80.16
Brazil;Fortaleza;2023;89.48;37.31;63.97;0.51;1.54;3.43;7.25;108.35;1089.34;130.89;43.01;79.25
Brazil;Fortaleza;2023;39.92;17.49;40.81;0.82;2.61;9.8;2.75;217.12;712.17;139.16;46.3;82.77
Brazil;Fortaleza;2023;107.23;60.7;104.79;0.73;1.57;7.3;7.31;287.01;721.96;169.86;43.27;78.43
Brazil;Fortaleza;2023;92.66;37.47;79.4;1.62;2.63;8.38;5.31;311.68;1177.69;171.7;45.08;79.45
Brazil;Fortaleza;2023;92.63;57.31;100.4;2.37;2.9;6.49;3.51;257.37;1836.24;138.28;44.49;79.34
Brazil;Fortaleza;2023;87.1;42.39;86.94;2.38;1.59;9.39;7.69;219.33;1535.96;195.33;40.85;79.63
Brazil;Fortaleza;2023;92.93;45.47;65.88;3.07;2.35;6.55;2.79;414.28;4333.95;121.5;39.64;79.63
Brazil;Fortaleza;2023;120.95;82.93;109.2;3.61;1.64;5.74;5.69;222.34;2964.28;141.81;38.34;77.38
Brazil;Fortaleza;2023;59.66;35.32;60.93;2.18;1.39;8.09;3.08;479.25;3913.09;143.33;38.08;81.98
Brazil;Fortaleza;2023;107.99;53.65;110.46;1.03;0.85;8.88;3.21;253.55;1316.41;152.77;40.19;78.31
Brazil;Fortaleza;2023;78.9;38.83;57.31;3.97;2.51;5.49;6.61;235.71;3236.08;137.09;40.32;80.21
Brazil;Fortaleza;2023;98.71;50.0;79.89;3.41;2.87;7.94;7.28;179.0;404.41;156.26;44.8;78.78
Brazil;Fortaleza;2023;72.67;30.0;52.32;2.1;0.85;4.87;2.39;137.39;4913.86;104.76;35.53;80.43
Brazil;Fortaleza;2023;118.24;59.66;115.11;0.84;1.99;8.41;7.87;381.05;4525.74;177.11;40.62;77.88
Brazil;Rio de Janeiro;2014;94.41;45.53;76.24;4.0;2.43;4.92;6.1;218.33;1475.43;123.29;41.81;79.14
Brazil;Rio de Janeiro;2014;27.24;17.45;21.87;1.55;2.93;9.58;3.63;496.53;2225.98;160.38;45.02;84.18
Brazil;Rio de Janeiro;2014;103.48;54.24;99.29;3.33;2.78;7.73;4.64;386.19;1144.58;131.87;43.88;78.87
Brazil;Rio de Janeiro;2014;46.31;26.77;44.87;0.62;2.91;8.27;7.04;456.05;2543.68;179.33;45.56;82.83
Brazil;Rio de Janeiro;2014;66.85;38.57;69.65;1.63;2.66;4.5;3.58;248.48;2192.87;87.16;44.15;81.04
Brazil;Rio de Janeiro;2014;83.62;56.45;68.02;2.91;2.54;3.51;4.22;401.73;4424.1;107.64;40.28;80.23
Brazil;Rio de Janeiro;2014;42.61;28.15;41.68;1.29;2.95;8.09;3.62;353.57;2207.86;151.56;45.34;82.87
Brazil;Rio de Janeiro;2014;67.39;30.27;54.87;1.85;1.59;3.72;2.95;313.01;4004.1;83.72;38.92;81.13
Brazil;Rio de Janeiro;2014;70.68;33.55;71.0;1.61;1.24;4.69;5.42;258.71;2557.6;140.29;39.55;80.81
Brazil;Rio de Janeiro;2014;34.7;15.64;32.37;1.17;1.73;5.77;2.13;325.34;1234.62;79.99;42.8;83.34
Brazil;Rio de Janeiro;2014;63.82;33.1;45.15;3.71;0.95;5.41;4.19;156.36;2000.53;105.43;37.15;81.06
Brazil;Rio de Janeiro;2014;58.23;30.1;42.97;0.73;2.35;4.49;4.83;236.84;2523.3;110.67;43.81;81.59
Brazil;Rio de Janeiro;2014;91.24;55.68;75.5;1.9;2.18;8.82;4.18;172.36;3727.84;131.07;40.92;79.26
Brazil;Rio de Janeiro;2014;105.07;61.67;97.76;2.81;1.95;6.84;3.42;179.68;1896.73;141.17;41.13;78.35
Brazil;Rio de Janeiro;2014;77.11;32.67;72.63;2.74;1.74;6.19;4.0;422.0;3979.23;146.5;38.5;80.7
Brazil;Rio de Janeiro;2014;57.69;33.98;54.67;1.7;0.74;4.98;2.68;155.07;1499.78;94.35;39.04;81.46
Brazil;Rio de Janeiro;2014;28.0;11.86;27.59;1.55;1.85;5.26;3.45;166.84;186.4;91.78;43.82;83.47
Brazil;Rio de Janeiro;2014;45.99;23.2;37.4;3.79;0.73;3.94;3.02;247.82;1041.34;107.17;37.35;82.43
Brazil;Rio de Janeiro;2014;87.88;50.28;69.06;2.88;0.92;5.98;6.25;316.1;1161.77;135.35;38.73;79.77
Brazil;Rio de Janeiro;2014;59.37;37.48;62.41;3.95;1.0;7.21;4.53;391.16;1032.16;134.49;38.02;81.82
Brazil;Rio de Janeiro;2014;31.71;14.56;31.98;2.48;2.55;5.33;4.22;497.63;673.55;124.83;44.5;83.88
Brazil;Rio de Janeiro;2014;106.74;44.61;82.77;3.34;0.95;8.37;5.89;398.11;422.4;163.15;39.09;78.68
Brazil;Rio de Janeiro;2014;47.6;23.82;38.34;3.86;1.45;5.63;4.23;395.64;124.43;135.13;40.35;82.62
Brazil;Rio de Janeiro;2014;53.01;34.24;57.74;1.6;1.04;4.77;6.61;373.4;3802.41;157.41;37.73;82.21
Brazil;Rio de Janeiro;2014;68.98;41.58;70.06;1.2;1.65;9.26;2.58;148.54;797.56;126.8;42.95;80.7
Brazil;Rio de Janeiro;2014;82.61;40.9;83.89;2.59;0.8;3.33;4.52;273.54;1188.8;85.76;38.61;80.04
Brazil;Rio de Janeiro;2014;54.64;27.63;57.14;2.41;1.91;4.42;4.17;224.48;1354.51;120.64;41.96;81.81
Brazil;Rio de Janeiro;2014;66.84;32.09;72.31;0.75;2.98;7.6;6.61;478.1;4983.84;172.23;43.21;81.5
Brazil;Rio de Janeiro;2014;83.53;58.18;91.69;2.81;2.92;3.63;2.98;236.03;1424.91;83.07;44.51;79.9
Brazil;Rio de Janeiro;2014;78.07;51.41;58.72;1.04;2.01;9.81;4.55;474.9;2260.62;169.65;42.71;80.75
Brazil;Rio de Janeiro;2014;71.91;38.49;75.57;0.56;2.5;6.64;3.3;319.2;4350.14;127.97;42.59;80.84
Brazil;Rio de Janeiro;2014;75.09;45.0;75.88;2.03;0.75;5.4;7.11;343.68;3567.21;145.94;36.67;80.68
Brazil;Rio de Janeiro;2014;93.03;50.51;74.48;3.53;2.22;4.36;6.24;377.06;107.92;119.67;43.03;79.55
Brazil;Rio de Janeiro;2014;75.66;46.15;67.43;3.15;0.97;8.56;3.75;332.06;4323.83;126.15;35.44;80.62
Brazil;Rio de Janeiro;2014;85.04;57.01;70.63;3.46;2.63;3.38;6.77;396.33;1171.12;133.47;43.25;80.12
Brazil;Rio de Janeiro;2014;81.26;33.52;71.68;1.77;1.74;5.06;6.0;392.35;2221.22;129.53;41.23;80.37
Brazil;Rio de Janeiro;2014;56.25;35.63;50.03;2.25;0.53;8.03;2.64;396.76;272.16;117.61;39.07;82.04
Brazil;Rio de Janeiro;2014;45.77;31.65;40.79;1.09;1.46;8.05;5.14;481.48;4515.19;143.07;38.79;82.91
Brazil;Rio de Janeiro;2015;98.52;68.45;84.27;3.27;2.34;6.74;3.45;405.62;1314.5;138.39;42.44;79.24
Brazil;Rio de Janeiro;2015;44.87;20.99;47.65;3.98;2.5;3.23;5.94;368.89;646.05;123.6;42.86;82.75
Brazil;Rio de Janeiro;2015;103.57;71.6;109.31;1.07;1.1;6.53;7.98;426.56;4498.56;177.93;37.74;78.95
Brazil;Rio de Janeiro;2015;124.3;73.74;120.04;3.7;0.53;6.35;5.64;365.9;1479.59;130.37;36.4;77.45
Brazil;Rio de Janeiro;2015;95.21;47.43;92.91;0.55;1.18;8.64;3.9;481.16;3949.61;153.82;39.04;79.61
Brazil;Rio de Janeiro;2015;122.31;74.89;107.48;1.86;1.46;8.31;5.53;106.88;2048.08;136.02;40.48;77.06
Brazil;Rio de Janeiro;2015;58.7;34.14;64.47;1.3;2.33;8.69;6.03;468.46;3155.11;158.08;42.55;82.02
Brazil;Rio de Janeiro;2015;37.69;22.86;26.59;0.8;0.93;8.77;4.14;286.16;1091.67;137.08;40.91;83.06
Brazil;Rio de Janeiro;2015;60.08;37.89;45.76;0.75;1.16;8.15;4.52;160.84;996.6;145.43;41.74;81.32
Brazil;Rio de Janeiro;2015;41.74;18.45;42.9;1.86;2.54;9.69;5.34;255.37;388.4;167.26;45.38;82.73
Brazil;Rio de Janeiro;2015;113.97;76.64;99.8;3.12;1.22;9.84;4.37;476.35;3901.98;159.74;36.64;78.35
Brazil;Rio de Janeiro;2015;42.72;24.1;30.39;0.96;2.73;3.28;3.04;393.16;595.06;107.57;46.65;82.94
Brazil;Rio de Janeiro;2015;54.37;23.13;55.4;1.15;1.71;8.66;4.42;303.23;2256.86;165.5;41.74;81.98
Brazil;Rio de Janeiro;2015;60.51;31.57;57.16;2.81;2.88;5.09;6.97;389.38;1697.28;152.66;44.13;81.74
Brazil;Rio de Janeiro;2015;114.34;74.22;94.96;3.79;1.44;5.0;7.19;383.79;4787.64;154.13;35.75;78.14
Brazil;Rio de Janeiro;2015;92.1;58.38;85.97;2.59;1.12;4.97;6.86;288.17;4691.98;166.24;36.07;79.44
Brazil;Rio de Janeiro;2015;107.95;46.42;118.28;3.97;2.95;7.03;4.28;251.66;4387.04;128.29;40.51;78.31
Brazil;Rio de Janeiro;2015;94.71;55.1;73.83;3.73;2.53;7.64;2.21;148.02;2932.34;120.54;40.91;78.98
